uniqueid,show_id,showdate,showtitle,artist,song_id,songname,artist_id,permalink,settype,setnumber,position,tracktime,transition_id,transition,footnote,isjamchart,jamchart_notes,venue_id,shownotes,showyear,showorder,opener,tour_id,tourname,soundcheck,isverified,slug,isoriginal,original_artist,venuename,city,state,country,isreprise,isjam,css_class,isrecommended
19418,1661655538,2022-10-13,,Goose,414,All I Need,1,goose-october-13-2022-jjs-live-fayetteville-ar-usa.html,Set,1,6,12:07,2, > ,"Slow, melodic version.",0,,310,"The Way It Is was played for the first time since January 29, 2022 (64 shows).",2022,1,,30,Dripfield Fall Tour 2022,,1,all-i-need,1,,JJ's Live,Fayetteville,AR,USA,0,0,,0.0
19425,1661655538,2022-10-13,,Goose,478,Flodown,1,goose-october-13-2022-jjs-live-fayetteville-ar-usa.html,Set,1,7,9:11,4,,,0,,310,"The Way It Is was played for the first time since January 29, 2022 (64 shows).",2022,1,,30,Dripfield Fall Tour 2022,,1,flodown,1,Vasudo,JJ's Live,Fayetteville,AR,USA,0,0,,0.0
19478,1661655538,2022-10-13,,Goose,764,Animal,1,goose-october-13-2022-jjs-live-fayetteville-ar-usa.html,Set,2,8,11:29,1,", ",,0,,310,"The Way It Is was played for the first time since January 29, 2022 (64 shows).",2022,1,,30,Dripfield Fall Tour 2022,,1,animal,1,,JJ's Live,Fayetteville,AR,USA,0,0,,0.0
19487,1661655538,2022-10-13,,Goose,438,Arrow,1,goose-october-13-2022-jjs-live-fayetteville-ar-usa.html,Set,2,9,22:13,1,", ",,0,,310,"The Way It Is was played for the first time since January 29, 2022 (64 shows).",2022,1,,30,Dripfield Fall Tour 2022,,1,arrow,1,,JJ's Live,Fayetteville,AR,USA,0,0,,0.0
19497,1661655538,2022-10-13,,Goose,570,The Way It Is,1,goose-october-13-2022-jjs-live-fayetteville-ar-usa.html,Set,2,10,8:09,1,", ",Bruce Hornsby.,0,,310,"The Way It Is was played for the first time since January 29, 2022 (64 shows).",2022,1,,30,Dripfield Fall Tour 2022,,1,the-way-it-is,0,Bruce Hornsby,JJ's Live,Fayetteville,AR,USA,0,0,,0.0
19508,1661655538,2022-10-13,,Goose,710,The Old Man's Boat,1,goose-october-13-2022-jjs-live-fayetteville-ar-usa.html,Set,2,11,10:45,2, > ,,0,,310,"The Way It Is was played for the first time since January 29, 2022 (64 shows).",2022,1,,30,Dripfield Fall Tour 2022,,1,the-old-mans-boat,1,,JJ's Live,Fayetteville,AR,USA,0,0,,0.0
19520,1661655538,2022-10-13,,Goose,418,Tumble,1,goose-october-13-2022-jjs-live-fayetteville-ar-usa.html,Set,2,12,21:10,5,,With Dripfield tease from Peter.,1,"Multi-section madness. Double guitar funk battle, amazing cool down showing tremendous patience and then wonderful percussion-powered buildup to more gorgeous feel good, glory jamming.",310,"The Way It Is was played for the first time since January 29, 2022 (64 shows).",2022,1,,30,Dripfield Fall Tour 2022,,1,tumble,1,Vasudo,JJ's Live,Fayetteville,AR,USA,0,0,,1.0
19557,1661655538,2022-10-13,,Goose,400,Turned Clouds,1,goose-october-13-2022-jjs-live-fayetteville-ar-usa.html,Set,e,13,11:54,6,,,0,,310,"The Way It Is was played for the first time since January 29, 2022 (64 shows).",2022,1,,30,Dripfield Fall Tour 2022,,1,turned-clouds,1,,JJ's Live,Fayetteville,AR,USA,0,0,,0.0
19558,1661655592,2022-10-14,,Goose,416,Yeti,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,1,1,8:29,1,", ",,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,yeti,1,Great Blue,The Criterion,Oklahoma City,OK,USA,0,0,,
19559,1661655592,2022-10-14,,Goose,429,Bob Don,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,1,2,6:07,1,", ",,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,bob-don,1,,The Criterion,Oklahoma City,OK,USA,0,0,,
19560,1661655592,2022-10-14,,Goose,711,Life On The Shelf,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,1,3,6:03,1,", ",,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,life-on-the-shelf,1,,The Criterion,Oklahoma City,OK,USA,0,0,,
19561,1661655592,2022-10-14,,Goose,740,Hungersite,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,1,4,18:09,2, > ,,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,hungersite,1,,The Criterion,Oklahoma City,OK,USA,0,0,,
19566,1661655592,2022-10-14,,Goose,499,Inside Out,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,1,5,11:36,1,", ",Spoon.,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,inside-out,0,Spoon,The Criterion,Oklahoma City,OK,USA,0,0,,
19591,1661655592,2022-10-14,,Goose,406,Lead the Way,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,1,6,13:39,4,,,1,Great tension build and release leading to a spicier jam and peak.,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,lead-the-way,1,,The Criterion,Oklahoma City,OK,USA,0,0,,
19604,1661655592,2022-10-14,,Goose,723,Pancakes,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,2,7,13:06,1,", ",,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,pancakes,1,Great Blue,The Criterion,Oklahoma City,OK,USA,0,0,,
19625,1661655592,2022-10-14,,Goose,481,Ghostbusters Rap,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,2,8,13:18,1,", ",Run DMC.,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,ghostbusters-rap,0,Run DMC,The Criterion,Oklahoma City,OK,USA,0,0,,
19634,1661655592,2022-10-14,,Goose,402,Into the Myst,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,2,9,12:48,1,", ",,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,into-the-myst,1,,The Criterion,Oklahoma City,OK,USA,0,0,,
19644,1661655592,2022-10-14,,Goose,435,A Western Sun,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,2,10,7:05,1,", ",,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,a-western-sun,1,,The Criterion,Oklahoma City,OK,USA,0,0,,
19665,1661655592,2022-10-14,,Goose,408,Hot Tea,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,2,11,16:05,5,,,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,hot-tea,1,Vasudo,The Criterion,Oklahoma City,OK,USA,0,0,,
19692,1661655592,2022-10-14,,Goose,524,Nights In White Satin,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,e,12,6:59,1,", ",The Moody Blues.,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,nights-in-white-satin,0,The Moody Blues,The Criterion,Oklahoma City,OK,USA,0,0,,
19705,1661655592,2022-10-14,,Goose,422,Slow Ready,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,e,13,5:14,2, > ,,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,slow-ready,1,,The Criterion,Oklahoma City,OK,USA,0,0,,
19732,1661655592,2022-10-14,,Goose,573,Tomorrow Never Knows,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,e,14,7:28,3, ->,The Beatles.,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,tomorrow-never-knows,0,The Beatles,The Criterion,Oklahoma City,OK,USA,0,0,,
19761,1661655592,2022-10-14,,Goose,422,Slow Ready,1,goose-october-14-2022-the-criterion-oklahoma-city-ok-usa.html,Set,e,15,3:45,6,,,0,,311,,2022,1,,30,Dripfield Fall Tour 2022,,1,slow-ready,1,,The Criterion,Oklahoma City,OK,USA,0,0,,
19796,1661655645,2022-10-15,,Goose,805,Everything Must Go,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,1,1,10:42,1,", ",,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,everything-must-go,1,,South Side Ballroom,Dallas,TX,USA,0,0,,
19798,1661655645,2022-10-15,,Goose,425,The Whales,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,1,2,8:18,1,", ",,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,the-whales,1,,South Side Ballroom,Dallas,TX,USA,0,0,,
19801,1661655645,2022-10-15,,Goose,439,Atlas,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,1,3,13:14,1,", ",The Wood Brothers.,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,atlas,0,The Wood Brothers,South Side Ballroom,Dallas,TX,USA,0,0,,
19817,1661655645,2022-10-15,,Goose,727,Atlas Dogs,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,1,4,5:38,1,", ",,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,atlas-dogs,1,,South Side Ballroom,Dallas,TX,USA,0,0,,
19822,1661655645,2022-10-15,,Goose,712,Dr. Darkness,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,1,5,7:18,1,", ",,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,dr-darkness,1,,South Side Ballroom,Dallas,TX,USA,0,0,,
19828,1661655645,2022-10-15,,Goose,410,Indian River,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,1,6,14:45,1,", ",80s synth version. With Welcome to Delta jam.,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,indian-river,1,,South Side Ballroom,Dallas,TX,USA,0,0,,
19841,1661655645,2022-10-15,,Goose,714,Rockdale,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,1,7,11:07,4,,,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,rockdale,1,Vasudo,South Side Ballroom,Dallas,TX,USA,0,0,,
19856,1661655645,2022-10-15,,Goose,604,The Empress Of Organos,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,2,8,14:07,1,", ",With Jurassic Park theme tease from Trevor.,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,the-empress-of-organos,1,Vasudo,South Side Ballroom,Dallas,TX,USA,0,0,,
19873,1661655645,2022-10-15,,Goose,736,Silver Rising,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,2,9,8:40,1,", ",,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,silver-rising,1,,South Side Ballroom,Dallas,TX,USA,0,0,,
19883,1661655645,2022-10-15,,Goose,463,Echo of a Rose,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,2,10,8:56,2, > ,Fast version.,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,echo-of-a-rose-2,1,Vasudo,South Side Ballroom,Dallas,TX,USA,0,0,,
19894,1661655645,2022-10-15,,Goose,739,Sinnerman,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,2,11,10:53,1,", ",Nina Simone.,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,sinnerman,0,Nina Simone,South Side Ballroom,Dallas,TX,USA,0,0,,
19917,1661655645,2022-10-15,,Goose,512,Madhuvan,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,2,12,10:09,3, ->,,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,madhuvan,1,,South Side Ballroom,Dallas,TX,USA,0,0,,
19954,1661655645,2022-10-15,,Goose,808,Born To Be Wild,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,2,13,5:18,2, > ,Steppenwolf. FTP.,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,born-to-be-wild,0,Steppenwolf,South Side Ballroom,Dallas,TX,USA,0,0,,
20007,1661655645,2022-10-15,,Goose,463,Echo of a Rose,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,2,14,1:00,2, > ,,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,echo-of-a-rose-2,1,Vasudo,South Side Ballroom,Dallas,TX,USA,0,0,,
20050,1661655645,2022-10-15,,Goose,512,Madhuvan,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,2,15,12:57,5,,With When The Saints Go Marching In teases.,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,madhuvan,1,,South Side Ballroom,Dallas,TX,USA,0,0,,
20111,1661655645,2022-10-15,,Goose,590,Your Ocean,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,e,16,7:13,1,", ",,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,your-ocean,1,,South Side Ballroom,Dallas,TX,USA,0,0,,
20128,1661655645,2022-10-15,,Goose,586,White Lights,1,goose-october-15-2022-south-side-ballroom-dallas-tx-usa.html,Set,e,17,9:40,6,,,0,,312,,2022,1,,30,Dripfield Fall Tour 2022,,1,white-lights,1,,South Side Ballroom,Dallas,TX,USA,0,0,,
20146,1661655448,2022-10-16,,Goose,725,Borne,1,goose-october-16-2022-zilker-park-austin-tx-usa.html,Set,1,1,6:14,2, > ,,0,,308,This show was part of the Austin City Limits festival.,2022,1,,30,Dripfield Fall Tour 2022,,1,borne,1,,Zilker Park,Austin,TX,USA,0,0,,
20147,1661655448,2022-10-16,,Goose,740,Hungersite,1,goose-october-16-2022-zilker-park-austin-tx-usa.html,Set,1,2,5:17,1,", ",,0,,308,This show was part of the Austin City Limits festival.,2022,1,,30,Dripfield Fall Tour 2022,,1,hungersite,1,,Zilker Park,Austin,TX,USA,0,0,,
20148,1661655448,2022-10-16,,Goose,764,Animal,1,goose-october-16-2022-zilker-park-austin-tx-usa.html,Set,1,3,9:27,1,", ",,0,,308,This show was part of the Austin City Limits festival.,2022,1,,30,Dripfield Fall Tour 2022,,1,animal,1,,Zilker Park,Austin,TX,USA,0,0,,
20149,1661655448,2022-10-16,,Goose,403,Arcadia,1,goose-october-16-2022-zilker-park-austin-tx-usa.html,Set,1,4,12:49,1,", ",,0,,308,This show was part of the Austin City Limits festival.,2022,1,,30,Dripfield Fall Tour 2022,,1,arcadia,1,,Zilker Park,Austin,TX,USA,0,0,,
20150,1661655448,2022-10-16,,Goose,738,Dripfield,1,goose-october-16-2022-zilker-park-austin-tx-usa.html,Set,1,5,13:40,1,", ",,0,,308,This show was part of the Austin City Limits festival.,2022,1,,30,Dripfield Fall Tour 2022,,1,dripfield,1,,Zilker Park,Austin,TX,USA,0,0,,
20151,1661655448,2022-10-16,,Goose,432,726,1,goose-october-16-2022-zilker-park-austin-tx-usa.html,Set,1,6,7:40,1,", ",,0,,308,This show was part of the Austin City Limits festival.,2022,1,,30,Dripfield Fall Tour 2022,,1,726,1,,Zilker Park,Austin,TX,USA,0,0,,
20152,1661655448,2022-10-16,,Goose,420,Creatures,1,goose-october-16-2022-zilker-park-austin-tx-usa.html,Set,1,7,10:20,3, ->,,0,,308,This show was part of the Austin City Limits festival.,2022,1,,30,Dripfield Fall Tour 2022,,1,creatures,1,,Zilker Park,Austin,TX,USA,0,0,,
20153,1661655448,2022-10-16,,Goose,545,Shama Lama Ding Dong,1,goose-october-16-2022-zilker-park-austin-tx-usa.html,Set,1,8,3:46,6,,Otis Day & The Knights.,0,,308,This show was part of the Austin City Limits festival.,2022,1,,30,Dripfield Fall Tour 2022,,1,shama-lama-ding-dong,0,Otis Day and The Knights,Zilker Park,Austin,TX,USA,0,0,,
21225,1667313566,2022-11-01,,Goose,740,Hungersite,1,goose-november-1-2022-hollywood-masonic-temple-hollywood-ca-usa.html,One Set,1,1,3:46,6,,,0,,339,Goose was the musical guest on Jimmy Kimmel Live.,2022,1,,1,Not Part of a Tour,,1,hungersite,1,,Hollywood Masonic Temple,Hollywood,CA,USA,0,0,,
21400,1661655709,2022-11-09,,Goose,646,Turbulence & The Night Rays,1,goose-november-9-2022-cross-insurance-arena-portland-me-usa.html,Set,1,1,8:30,1,", ",,0,,313,,2022,1,,31,TAB/Goose Fall 2022,"Electric Avenue, Atlas Dogs, S.O.S., All I Need, Pancakes",1,turbulence,1,Vasudo,Cross Insurance Arena,Portland,ME,USA,0,0,,0.0
21401,1661655709,2022-11-09,,Goose,727,Atlas Dogs,1,goose-november-9-2022-cross-insurance-arena-portland-me-usa.html,Set,1,2,5:17,1,", ",,0,,313,,2022,1,,31,TAB/Goose Fall 2022,"Electric Avenue, Atlas Dogs, S.O.S., All I Need, Pancakes",1,atlas-dogs,1,,Cross Insurance Arena,Portland,ME,USA,0,0,,0.0
21402,1661655709,2022-11-09,,Goose,404,Time to Flee,1,goose-november-9-2022-cross-insurance-arena-portland-me-usa.html,Set,1,3,12:40,1,", ",,0,,313,,2022,1,,31,TAB/Goose Fall 2022,"Electric Avenue, Atlas Dogs, S.O.S., All I Need, Pancakes",1,time-to-flee,1,,Cross Insurance Arena,Portland,ME,USA,0,0,,0.0
21406,1661655709,2022-11-09,,Goose,464,Electric Avenue,1,goose-november-9-2022-cross-insurance-arena-portland-me-usa.html,Set,1,4,10:14,1,", ",Eddy Grant.,0,,313,,2022,1,,31,TAB/Goose Fall 2022,"Electric Avenue, Atlas Dogs, S.O.S., All I Need, Pancakes",1,electric-avenue,0,Eddy Grant,Cross Insurance Arena,Portland,ME,USA,0,0,,0.0
21411,1661655709,2022-11-09,,Goose,418,Tumble,1,goose-november-9-2022-cross-insurance-arena-portland-me-usa.html,Set,1,5,14:30,1,", ",,0,,313,,2022,1,,31,TAB/Goose Fall 2022,"Electric Avenue, Atlas Dogs, S.O.S., All I Need, Pancakes",1,tumble,1,Vasudo,Cross Insurance Arena,Portland,ME,USA,0,0,,0.0
21417,1661655709,2022-11-09,,Goose,435,A Western Sun,1,goose-november-9-2022-cross-insurance-arena-portland-me-usa.html,Set,1,6,6:51,1,", ",,0,,313,,2022,1,,31,TAB/Goose Fall 2022,"Electric Avenue, Atlas Dogs, S.O.S., All I Need, Pancakes",1,a-western-sun,1,,Cross Insurance Arena,Portland,ME,USA,0,0,,0.0
21424,1661655709,2022-11-09,,Goose,414,All I Need,1,goose-november-9-2022-cross-insurance-arena-portland-me-usa.html,Set,1,7,21:54,1,", ","Slow, melodic version. With Trey Anastasio on guitar.",1,"1st sit-in of Taboose 2022 & it’s a monster. From the get-go, Trey perfectly integrates finding melodic hooks, syncing up with Ben & Trevor to drive them towards a rocking peak, funks it up Pete’s clav & then takes charge on an epic Evil jam.",313,,2022,1,,31,TAB/Goose Fall 2022,"Electric Avenue, Atlas Dogs, S.O.S., All I Need, Pancakes",1,all-i-need,1,,Cross Insurance Arena,Portland,ME,USA,0,0,,1.0
21432,1661655709,2022-11-09,,Goose,723,Pancakes,1,goose-november-9-2022-cross-insurance-arena-portland-me-usa.html,Set,1,8,9:59,6,,With Trey Anastasio on guitar and vocals.,0,,313,,2022,1,,31,TAB/Goose Fall 2022,"Electric Avenue, Atlas Dogs, S.O.S., All I Need, Pancakes",1,pancakes,1,Great Blue,Cross Insurance Arena,Portland,ME,USA,0,0,,0.0
21666,1661655754,2022-11-11,,Goose,462,Drive,1,goose-november-11-2022-tsongas-center-lowell-ma-usa.html,One Set,1,1,16:21,3, ->,,1,"Briskly tempo'd jam sets off with purpose and has some great layering of textures by Peter. Floats perfectly into the intro to ""Echo.""",314,,2022,1,,31,TAB/Goose Fall 2022,,1,drive,1,,Tsongas Center,Lowell,MA,USA,0,0,,
21667,1661655754,2022-11-11,,Goose,463,Echo of a Rose,1,goose-november-11-2022-tsongas-center-lowell-ma-usa.html,One Set,1,2,5:38,1,", ",Fast version.,0,,314,,2022,1,,31,TAB/Goose Fall 2022,,1,echo-of-a-rose-2,1,Vasudo,Tsongas Center,Lowell,MA,USA,0,0,,
21668,1661655754,2022-11-11,,Goose,714,Rockdale,1,goose-november-11-2022-tsongas-center-lowell-ma-usa.html,One Set,1,3,11:57,1,", ",,0,,314,,2022,1,,31,TAB/Goose Fall 2022,,1,rockdale,1,Vasudo,Tsongas Center,Lowell,MA,USA,0,0,,
21669,1661655754,2022-11-11,,Goose,541,Same Old Shenanigans,1,goose-november-11-2022-tsongas-center-lowell-ma-usa.html,One Set,1,4,13:43,1,", ",,0,,314,,2022,1,,31,TAB/Goose Fall 2022,,1,same-old-shenanigans,1,,Tsongas Center,Lowell,MA,USA,0,0,,
21670,1661655754,2022-11-11,,Goose,736,Silver Rising,1,goose-november-11-2022-tsongas-center-lowell-ma-usa.html,One Set,1,5,8:52,1,", ",,0,,314,,2022,1,,31,TAB/Goose Fall 2022,,1,silver-rising,1,,Tsongas Center,Lowell,MA,USA,0,0,,
21671,1661655754,2022-11-11,,Goose,405,Wysteria Lane,1,goose-november-11-2022-tsongas-center-lowell-ma-usa.html,One Set,1,6,16:25,2, > ,With Trey Anastasio on guitar.,1,Trey Anastasio sit-in. Shorter version for the year but contains absolutely gorgeous double-guitar interplay and bliss peak.,314,,2022,1,,31,TAB/Goose Fall 2022,,1,wysteria-lane,1,Vasudo,Tsongas Center,Lowell,MA,USA,0,0,,
21672,1661655754,2022-11-11,,Goose,403,Arcadia,1,goose-november-11-2022-tsongas-center-lowell-ma-usa.html,One Set,1,7,15:04,6,,With Trey Anastasio on guitar and vocals.,1,Artreydia Take 2 leads to more pronounced dual guitar interplay/confidence. Jam gets to the point faster than the first version yet still contains much of the same beauty.,314,,2022,1,,31,TAB/Goose Fall 2022,,1,arcadia,1,,Tsongas Center,Lowell,MA,USA,0,0,,
21688,1661655935,2022-11-12,,Goose,764,Animal,1,goose-november-12-2022-mohegan-sun-arena-uncasville-ct-usa.html,Set,1,1,11:18,1,", ",,0,,273,"After Flodown, Peter shouted out the crowd behind the stage as it was the band's first 360-degree arena show. Hollywood Nights was played for the first time since May 4, 2018.",2022,1,,31,TAB/Goose Fall 2022,,1,animal,1,,Mohegan Sun Arena,Uncasville,CT,USA,0,0,,
21689,1661655935,2022-11-12,,Goose,478,Flodown,1,goose-november-12-2022-mohegan-sun-arena-uncasville-ct-usa.html,Set,1,2,10:14,1,", ",,0,,273,"After Flodown, Peter shouted out the crowd behind the stage as it was the band's first 360-degree arena show. Hollywood Nights was played for the first time since May 4, 2018.",2022,1,,31,TAB/Goose Fall 2022,,1,flodown,1,Vasudo,Mohegan Sun Arena,Uncasville,CT,USA,0,0,,
21690,1661655935,2022-11-12,,Goose,438,Arrow,1,goose-november-12-2022-mohegan-sun-arena-uncasville-ct-usa.html,Set,1,3,15:23,3, ->,,0,,273,"After Flodown, Peter shouted out the crowd behind the stage as it was the band's first 360-degree arena show. Hollywood Nights was played for the first time since May 4, 2018.",2022,1,,31,TAB/Goose Fall 2022,,1,arrow,1,,Mohegan Sun Arena,Uncasville,CT,USA,0,0,,
21691,1661655935,2022-11-12,,Goose,488,Hollywood Nights,1,goose-november-12-2022-mohegan-sun-arena-uncasville-ct-usa.html,Set,1,4,7:28,3, ->,Bob Seger & The Silver Bullet Band.,0,,273,"After Flodown, Peter shouted out the crowd behind the stage as it was the band's first 360-degree arena show. Hollywood Nights was played for the first time since May 4, 2018.",2022,1,,31,TAB/Goose Fall 2022,,1,hollywood-nights,0,Bob Seger & The Silver Bullet Band,Mohegan Sun Arena,Uncasville,CT,USA,0,0,,
21692,1661655935,2022-11-12,,Goose,438,Arrow,1,goose-november-12-2022-mohegan-sun-arena-uncasville-ct-usa.html,Set,1,5,0:27,1,", ",,0,,273,"After Flodown, Peter shouted out the crowd behind the stage as it was the band's first 360-degree arena show. Hollywood Nights was played for the first time since May 4, 2018.",2022,1,,31,TAB/Goose Fall 2022,,1,arrow,1,,Mohegan Sun Arena,Uncasville,CT,USA,0,0,,
21693,1661655935,2022-11-12,,Goose,738,Dripfield,1,goose-november-12-2022-mohegan-sun-arena-uncasville-ct-usa.html,Set,1,6,12:26,1,", ",,0,,273,"After Flodown, Peter shouted out the crowd behind the stage as it was the band's first 360-degree arena show. Hollywood Nights was played for the first time since May 4, 2018.",2022,1,,31,TAB/Goose Fall 2022,,1,dripfield,1,,Mohegan Sun Arena,Uncasville,CT,USA,0,0,,
21694,1661655935,2022-11-12,,Goose,477,Fish In The Sea,1,goose-november-12-2022-mohegan-sun-arena-uncasville-ct-usa.html,Set,1,7,11:07,1,", ","Fat Freddy's Drop. With Natalie Cressman on trombone, Jennifer Hartswick on trumpet, and James Casey on saxophone.",1,"TAB horns (Jen Hartswick, Natalie Cressman, James Casey) join in on a version that Peter mentions they always wished they could play with horns. Epic back and forth battle between James on sax and Rick on guitar highlights this very fun jam.",273,"After Flodown, Peter shouted out the crowd behind the stage as it was the band's first 360-degree arena show. Hollywood Nights was played for the first time since May 4, 2018.",2022,1,,31,TAB/Goose Fall 2022,,1,fish-in-the-sea,0,Fat Freddy's Drop,Mohegan Sun Arena,Uncasville,CT,USA,0,0,,
21695,1661655935,2022-11-12,,Goose,473,Factory Fiction,1,goose-november-12-2022-mohegan-sun-arena-uncasville-ct-usa.html,Set,1,8,14:43,6,,With Trey Anastasio on guitar.,1,"Trey Anastasio sits in for a very surprising and unique version of ""FF.""",273,"After Flodown, Peter shouted out the crowd behind the stage as it was the band's first 360-degree arena show. Hollywood Nights was played for the first time since May 4, 2018.",2022,1,,31,TAB/Goose Fall 2022,,1,factory-fiction,1,Vasudo,Mohegan Sun Arena,Uncasville,CT,USA,0,0,,
21726,1661655965,2022-11-13,,Goose,421,So Ready,1,goose-november-13-2022-cool-insuring-arena-glens-falls-ny-usa.html,One Set,1,1,12:31,1,", ",,0,,315,,2022,1,,31,TAB/Goose Fall 2022,Thatch (this soundcheck is incomplete),1,so-ready,1,,Cool Insuring Arena,Glens Falls,NY,USA,0,0,,0.0
21727,1661655965,2022-11-13,,Goose,735,California Magic,1,goose-november-13-2022-cool-insuring-arena-glens-falls-ny-usa.html,One Set,1,2,8:36,1,", ",,0,,315,,2022,1,,31,TAB/Goose Fall 2022,Thatch (this soundcheck is incomplete),1,california-magic,1,,Cool Insuring Arena,Glens Falls,NY,USA,0,0,,0.0
21728,1661655965,2022-11-13,,Goose,809,Thatch,1,goose-november-13-2022-cool-insuring-arena-glens-falls-ny-usa.html,One Set,1,3,9:27,1,", ",FTP.,0,,315,,2022,1,,31,TAB/Goose Fall 2022,Thatch (this soundcheck is incomplete),1,thatch,1,,Cool Insuring Arena,Glens Falls,NY,USA,0,0,,0.0
21729,1661655965,2022-11-13,,Goose,460,Don't Do It,1,goose-november-13-2022-cool-insuring-arena-glens-falls-ny-usa.html,One Set,1,4,7:44,1,", ",The Band.,0,,315,,2022,1,,31,TAB/Goose Fall 2022,Thatch (this soundcheck is incomplete),1,dont-do-it,0,The Band,Cool Insuring Arena,Glens Falls,NY,USA,0,0,,0.0
21730,1661655965,2022-11-13,,Goose,512,Madhuvan,1,goose-november-13-2022-cool-insuring-arena-glens-falls-ny-usa.html,One Set,1,5,19:43,1,", ",,1,Peter begins the jam with searing synth textures from his Nord Lead before switching to Vibe as a more melodic theme takes shape. The band fully explores this before bringing it home with a typically raging ending.,315,,2022,1,,31,TAB/Goose Fall 2022,Thatch (this soundcheck is incomplete),1,madhuvan,1,,Cool Insuring Arena,Glens Falls,NY,USA,0,0,,1.0
